Origin_School,Destination_School,Distance
Brockport St.,Immaculata,243
Carnegie Mellon,Catholic,243
Catholic,Carnegie Mellon,243
Messiah,Vassar,243
Scranton,Amherst,243
Vassar,Messiah,243
Stevens,Endicott,241
Catholic,Washington & Jefferson,241
NYU,Endicott,241
Washington & Jefferson,Catholic,241
UW-Stout,UW-Whitewater,241
UW-Whitewater,UW-Stout,241
Endicott,Stevens,241
Gallaudet,Scranton,240
Brooklyn Col,Immaculata,240
MA Dartmouth,Vassar,240
Geneseo St.,Messiah,240
Immaculata,Brooklyn Col,240
Messiah,Geneseo St.,240
Scranton,Gallaudet,240
Vassar,MA Dartmouth,240
Endicott,NYU,240
Centre,DePauw,239
DePauw,Centre,239
Endicott,SUNY Cobleskill,239
SUNY Cobleskill,Endicott,239
Brooklyn Col,Mt. St. Mary,238
Catholic,Scranton,238
Cortland,Elizabethtown,238
Elizabethtown,Cortland,238
Immaculata,Mt. St. Mary,238
Scranton,Catholic,238
Mt. St. Mary,Immaculata,238
Cortland,Merchant Marine,237
Gettysburg,Merchant Marine,237
Merchant Marine,Cortland,237
Merchant Marine,Gettysburg,237
Brockport St.,Scranton,236
Scranton,Brockport St.,236
Scranton,Smith,236
Smith,Scranton,236
Merchant Marine,Endicott,236
Endicott,Merchant Marine,236
Montclair St.,Tufts,235
Christopher Newport,Mt. St. Mary,235
Messiah,S Virginia,235
Smith,Bates,235
Tufts,Montclair St.,235
S Virginia,Messiah,235
St. Joseph CT,Bates,234
Bates,St. Joseph CT,234
Elizabethtown,Vassar,234
Vassar,Elizabethtown,234
Bates,Smith,233
Bates,Trinity (Conn),233
DePauw,Ohio Wesleyan,233
DePauw,Transylvania,233
Ohio Wesleyan,DePauw,233
Trinity (Conn),Bates,233
Transylvania,DePauw,233
UW-La Crosse,UW-Superior,232
Brooklyn Col,Tufts,232
Cortland,Messiah,232
Johns Hopkins,S Virginia,232
Messiah,Cortland,232
Messiah,Washington & Lee,232
Tufts,Brooklyn Col,232
Washington & Lee,Messiah,232
UW-Superior,UW-La Crosse,232
La Roche,Mt. St. Mary,232
S Virginia,Johns Hopkins,232
Montclair St.,Bridgewater MA,231
Bridgewater MA,Montclair St.,231
Elizabethtown,La Roche,231
Immaculata,NYU,231
Immaculata,Stevens,231
NYU,Immaculata,231
Smith,Bowdoin,231
La Roche,Elizabethtown,231
Stevens,Immaculata,229
St. Joseph CT,Bowdoin,229
Bowdoin,St. Joseph CT,229
Bridgewater MA,SUNY Cobleskill,229
Elizabethtown,Washington & Jefferson,229
Washington & Jefferson,Carnegie Mellon,229
Washington & Jefferson,Elizabethtown,229
SUNY Cobleskill,Bridgewater MA,229
Bowdoin,Smith,228
Bowdoin,Trinity (Conn),228
Brooklyn Col,Catholic,228
Catholic,Brooklyn Col,228
Cortland,NYU,228
Johns Hopkins,Washington & Lee,228
NYU,Cortland,228
Trinity (Conn),Bowdoin,228
Washington & Lee,Johns Hopkins,228
Principia,DePauw,227
Gallaudet,Brooklyn Col,227
Brooklyn Col,Gallaudet,227
DePauw,Principia,227
NYU,Catholic,226
Stevens,Tufts,225
Bridgewater MA,Brooklyn Col,225
Brooklyn Col,Bridgewater MA,225
Catholic,NYU,225
Tufts,Stevens,225
Gallaudet,NYU,224
Montclair St.,Catholic,224
Catholic,Montclair St.,224
NYU,Gallaudet,224
Vassar,Endicott,224
Mt. St. Mary,Messiah,224
Stevens,Catholic,223
Brooklyn Col,Cortland,223
Catholic,Stevens,223
Cortland,Brooklyn Col,223
Gustavus Adolphus,UW-Superior,223
NYU,Tufts,223
Tufts,NYU,223
UW-Superior,Gustavus Adolphus,223
Endicott,Vassar,223
Gallaudet,Montclair St.,222
Gallaudet,Stevens,222
Montclair St.,Gallaudet,222
Stevens,Gallaudet,222
Carnegie Mellon,Elizabethtown,222
NYU,Mt. St. Mary,222
Scranton,W New England,222
W New England,Scranton,222
Elizabethtown,Carnegie Mellon,221
Tufts,SUNY Cobleskill,221
Mt. St. Mary,Endicott,221
Endicott,Mt. St. Mary,221
SUNY Cobleskill,Tufts,221
Washington & Jefferson,Mt. St. Mary,220
Stevens,Bridgewater MA,219
Bates,W New England,219
Bridgewater MA,Stevens,219
Catholic,Immaculata,219
Immaculata,Catholic,219
Tufts,Merchant Marine,219
Merchant Marine,Tufts,219
W New England,Bates,219
Montclair St.,Immaculata,218
Bridgewater MA,NYU,218
Brooklyn Col,Gettysburg,218
Gettysburg,Brooklyn Col,218
Gettysburg,S Virginia,218
Immaculata,Montclair St.,218
Johns Hopkins,Merchant Marine,218
NYU,Bridgewater MA,218
Merchant Marine,Johns Hopkins,218
S Virginia,Gettysburg,218
Gallaudet,Immaculata,217
Immaculata,Gallaudet,217
Brockport St.,SUNY Cobleskill,216
Geneseo St.,SUNY Cobleskill,216
Washington & Lee,Mt. St. Mary,216
UW-Oshkosh,UW-Stout,216
UW-Stout,UW-Oshkosh,216
SUNY Cobleskill,Brockport St.,216
SUNY Cobleskill,Geneseo St.,216
Bridgewater MA,Vassar,215
DePauw,Trine,215
Vassar,Bridgewater MA,215
Trine,DePauw,215
Stevens,Cortland,214
Bowdoin,W New England,214
Bridgewater MA,Merchant Marine,214
Cortland,Stevens,214
Elizabethtown,Randolph-Macon,214
Gettysburg,Washington & Lee,214
Ohio Wesleyan,Transylvania,214
Merchant Marine,Bridgewater MA,214
Washington & Lee,Gettysburg,214
W New England,Bowdoin,214
Mt. St. Mary,Elizabethtown,214
Transylvania,Ohio Wesleyan,214
Illinois Wesleyan,Wisconsin Lutheran,213
Wisconsin Lutheran,Illinois Wesleyan,213
Bethel,Wartburg,212
Bridgewater MA,Mt. St. Mary,212
Johns Hopkins,Christopher Newport,212
Mt. St. Mary,Bridgewater MA,212
Wartburg,Bethel,211
Carnegie Mellon,Ohio Wesleyan,210
Gettysburg,NYU,210
NYU,Gettysburg,210
Bethel,UW-Stevens Point,209
Christopher Newport,S Virginia,209
Messiah,La Roche,209
Ohio Wesleyan,La Roche,209
Randolph-Macon,Elizabethtown,209
UW-Stevens Point,Bethel,209
La Roche,Messiah,209
La Roche,Ohio Wesleyan,209
S Virginia,Christopher Newport,209
Stevens,Gettysburg,208
Christopher Newport,Johns Hopkins,208
Christopher Newport,Washington & Lee,208
Gettysburg,Stevens,208
Messiah,Merchant Marine,208
Ohio Wesleyan,Carnegie Mellon,208
Merchant Marine,Messiah,208
Washington & Lee,Christopher Newport,208
Messiah,Washington & Jefferson,207
Washington & Jefferson,Messiah,207
Amherst,Bates,206
Bates,Amherst,206
Tufts,Vassar,206
Vassar,Tufts,206
UW-La Crosse,Wisconsin Lutheran,205
Catholic,S Virginia,205
Elizabethtown,Merchant Marine,205
Merchant Marine,Elizabethtown,205
Wisconsin Lutheran,UW-La Crosse,205
S Virginia,Catholic,205
Gallaudet,S Virginia,203
Montclair St.,Cortland,203
Montclair St.,Gettysburg,203
Cortland,Montclair St.,203
Gettysburg,Montclair St.,203
S Virginia,Gallaudet,203
Amherst,Bowdoin,202
Bowdoin,Amherst,202
Geneseo St.,Scranton,202
Scranton,Geneseo St.,202
Tufts,Mt. St. Mary,202
Mt. St. Mary,Tufts,202
Johns Hopkins,Scranton,201
Scranton,Johns Hopkins,201
S Virginia,Mt. St. Mary,201
Geneseo St.,Immaculata,200
Immaculata,Geneseo St.,200
Gallaudet,Washington & Lee,199
Carnegie Mellon,Messiah,199
Messiah,Carnegie Mellon,199
Washington & Lee,Gallaudet,199
Messiah,Randolph-Macon,198
Randolph-Macon,Messiah,198
Cortland,Immaculata,197
Immaculata,Cortland,197
Montclair St.,Johns Hopkins,196
Brooklyn Col,Johns Hopkins,196
Catholic,Washington & Lee,196
Johns Hopkins,Brooklyn Col,196
Johns Hopkins,Montclair St.,196
Ripon,UW-Stout,196
Washington & Lee,Catholic,196
UW-Stout,Ripon,196
Bowdoin,MA Dartmouth,195
MA Dartmouth,Bowdoin,195
Gettysburg,La Roche,195
La Roche,Gettysburg,195
Gettysburg,Washington & Jefferson,193
NYU,Johns Hopkins,193
Washington & Jefferson,Gettysburg,193
Johns Hopkins,NYU,192
Scranton,Trinity (Conn),192
Trinity (Conn),Scranton,192
St. Joseph CT,Scranton,191
Scranton,St. Joseph CT,191
Stevens,Johns Hopkins,190
Johns Hopkins,Stevens,190
Brooklyn Col,Messiah,188
Messiah,Brooklyn Col,188
Ohio Wesleyan,Trine,188
Wartburg,UW-Stout,188
UW-Stout,Wartburg,188
Trine,Ohio Wesleyan,188
Carnegie Mellon,Gettysburg,186
Gettysburg,Carnegie Mellon,186
MA Dartmouth,SUNY Cobleskill,183
SUNY Cobleskill,Brooklyn Col,183
SUNY Cobleskill,MA Dartmouth,183
Brooklyn Col,Elizabethtown,182
Brooklyn Col,SUNY Cobleskill,182
Elizabethtown,Brooklyn Col,182
Illinois Wesleyan,UW-Whitewater,182
Ohio Wesleyan,Washington & Jefferson,182
Washington & Jefferson,Ohio Wesleyan,182
UW-Whitewater,Illinois Wesleyan,182
Montclair St.,Amherst,181
Amherst,Montclair St.,181
UW-La Crosse,UW-Whitewater,180
Messiah,NYU,180
NYU,Messiah,180
UW-Whitewater,UW-La Crosse,180
Stevens,Messiah,179
Messiah,Stevens,179
Mt. St. Mary,Cortland,179
Baldwin Wallace,Trine,178
Christopher Newport,Catholic,178
Cortland,Vassar,178
Gustavus Adolphus,Wartburg,178
Immaculata,Johns Hopkins,178
Johns Hopkins,Immaculata,178
Vassar,Cortland,178
Wartburg,Gustavus Adolphus,178
Trine,Baldwin Wallace,178
Stevens,Elizabethtown,177
Elizabethtown,Stevens,177
Merchant Marine,SUNY Cobleskill,177
SUNY Cobleskill,Merchant Marine,177
Catholic,Christopher Newport,176
Gallaudet,Christopher Newport,175
Montclair St.,Smith,175
Amherst,Brooklyn Col,175
Brooklyn Col,Amherst,175
Christopher Newport,Gallaudet,175
Smith,Montclair St.,175
Montclair St.,Messiah,174
Messiah,Montclair St.,174
Scranton,Mt. St. Mary,174
Elizabethtown,NYU,171
Immaculata,Washington & Jefferson,171
NYU,Elizabethtown,171
Washington & Jefferson,Immaculata,171
NYU,SUNY Cobleskill,170
Randolph-Macon,Gettysburg,170
SUNY Cobleskill,NYU,170
Stevens,Amherst,169
UW-La Crosse,Gustavus Adolphus,169
Amherst,NYU,169
Amherst,Stevens,169
Bates,Bridgewater MA,169
Bridgewater MA,Bates,169
Gettysburg,Randolph-Macon,169
Gustavus Adolphus,UW-La Crosse,169
NYU,Amherst,169
Brooklyn Col,Smith,168
Smith,Brooklyn Col,168
Montclair St.,SUNY Cobleskill,167
SUNY Cobleskill,Montclair St.,167
Stevens,SUNY Cobleskill,166
SUNY Cobleskill,Stevens,166
Montclair St.,Elizabethtown,165
Bowdoin,Bridgewater MA,165
Bridgewater MA,Bowdoin,165
Bridgewater MA,MA Dartmouth,165
MA Dartmouth,Bridgewater MA,165
Elizabethtown,Montclair St.,165
Amherst,Merchant Marine,163
NYU,Smith,163
Merchant Marine,Amherst,163
UW-Stevens Point,Wisconsin Lutheran,163
Wisconsin Lutheran,UW-Stevens Point,163
Principia,Illinois Wesleyan,162
Stevens,Smith,162
Gettysburg,Scranton,162
Illinois Wesleyan,Principia,162
Scranton,Gettysburg,162
Smith,Stevens,162
SUNY Cobleskill,St. Joseph CT,162
UW-La Crosse,Bethel,161
St. Joseph CT,SUNY Cobleskill,161
UW-Stevens Point,UW-Whitewater,161
UW-Whitewater,UW-Stevens Point,161
Montclair St.,W New England,160
Bethel,UW-La Crosse,160
Trinity (Conn),SUNY Cobleskill,160
W New England,Montclair St.,160
SUNY Cobleskill,Trinity (Conn),160
Smith,NYU,158
St. Joseph CT,MA Dartmouth,157
Brooklyn Col,W New England,157
MA Dartmouth,St. Joseph CT,157
Smith,Merchant Marine,157
Merchant Marine,Smith,157
DePauw,Illinois Wesleyan,156
Illinois Wesleyan,DePauw,156
Baldwin Wallace,Washington & Jefferson,155
Bates,MA Dartmouth,155
MA Dartmouth,Bates,155
Washington & Jefferson,Baldwin Wallace,155
MA Dartmouth,Trinity (Conn),154
Randolph-Macon,Mt. St. Mary,154
Trinity (Conn),MA Dartmouth,154
W New England,Brooklyn Col,154
Scranton,SUNY Cobleskill,153
SUNY Cobleskill,Scranton,153
UW-La Crosse,UW-Oshkosh,151
Immaculata,La Roche,151
UW-Oshkosh,UW-La Crosse,151
La Roche,Immaculata,151
Stevens,W New England,150
W New England,Stevens,150
NYU,W New England,148
W New England,NYU,148
Bethel,UW-Superior,147
UW-Superior,Bethel,147
Randolph-Macon,S Virginia,146
UW-Stout,UW-Superior,146
UW-Superior,UW-Stout,146
Mt. St. Mary,Amherst,146
S Virginia,Randolph-Macon,146
Amherst,SUNY Cobleskill,145
SUNY Cobleskill,Amherst,145
Immaculata,Scranton,143
Scranton,Immaculata,143
Washington & Lee,Randolph-Macon,143
Randolph-Macon,Washington & Lee,142
Scranton,Merchant Marine,142
Merchant Marine,Scranton,142
Merchant Marine,W New England,142
W New England,Merchant Marine,142
Carnegie Mellon,Immaculata,141
Immaculata,Carnegie Mellon,141
Endicott,MA Dartmouth,141
UW-Stevens Point,UW-Stout,140
UW-Stout,UW-Stevens Point,140
Mt. St. Mary,Smith,140
Amherst,Vassar,139
Brockport St.,Cortland,139
Cortland,Brockport St.,139
Cortland,Geneseo St.,139
Geneseo St.,Cortland,139
Smith,SUNY Cobleskill,139
Vassar,Amherst,139
SUNY Cobleskill,Smith,139
Bates,Tufts,138
Elizabethtown,Scranton,138
Gettysburg,Immaculata,138
Immaculata,Gettysburg,138
Scranton,Elizabethtown,138
Tufts,Bates,138
UW-La Crosse,Ripon,136
Ripon,UW-La Crosse,136
W New England,SUNY Cobleskill,136
SUNY Cobleskill,W New England,136
MA Dartmouth,W New England,135
MA Dartmouth,Endicott,135
Montclair St.,Trinity (Conn),134
Bowdoin,Tufts,134
Gustavus Adolphus,UW-Stout,134
Trinity (Conn),Montclair St.,134
Tufts,Bowdoin,134
UW-Stout,Gustavus Adolphus,134
Baldwin Wallace,Carnegie Mellon,133
Brooklyn Col,St. Joseph CT,133
W New England,MA Dartmouth,133
Calvin,Trine,132
Montclair St.,St. Joseph CT,132
St. Joseph CT,Montclair St.,132
Carnegie Mellon,Baldwin Wallace,132
Johns Hopkins,Randolph-Macon,132
Messiah,Scranton,132
Randolph-Macon,Johns Hopkins,132
Scranton,Messiah,132
Trine,Calvin,132
UW-La Crosse,Wartburg,131
Wartburg,UW-La Crosse,131
Bates,Endicott,130
Endicott,Bates,130
Bowdoin,Endicott,129
Brooklyn Col,Scranton,129
MA Dartmouth,Tufts,129
Scranton,Brooklyn Col,129
Smith,Vassar,129
Tufts,MA Dartmouth,129
Vassar,Smith,129
St. Joseph CT,Endicott,128
Smith,Endicott,128
Vassar,W New England,128
W New England,Vassar,128
Endicott,St. Joseph CT,128
St. Joseph CT,Brooklyn Col,127
Trinity (Conn),Endicott,127
Endicott,Smith,127
Endicott,Trinity (Conn),127
Brooklyn Col,Trinity (Conn),126
Trinity (Conn),Brooklyn Col,126
Endicott,Bowdoin,126
UW-La Crosse,UW-Stevens Point,125
Amherst,Bridgewater MA,125
W New England,Mt. St. Mary,125
UW-Stevens Point,UW-La Crosse,125
Mt. St. Mary,W New England,125
Stevens,St. Joseph CT,124
St. Joseph CT,NYU,124
St. Joseph CT,Stevens,124
NYU,St. Joseph CT,124
Gallaudet,Messiah,123
Baldwin Wallace,La Roche,123
Messiah,Gallaudet,123
La Roche,Baldwin Wallace,123
NYU,Trinity (Conn),122
Catholic,Messiah,121
Messiah,Catholic,121
NYU,Scranton,121
Scranton,NYU,121
Stevens,Scranton,120
Stevens,Trinity (Conn),120
St. Joseph CT,Merchant Marine,120
Elizabethtown,Immaculata,120
Immaculata,Elizabethtown,120
Scranton,Stevens,120
Trinity (Conn),Stevens,120
Merchant Marine,St. Joseph CT,120
Bridgewater MA,Smith,119
Smith,Bridgewater MA,119
St. Joseph CT,Bridgewater MA,118
Bridgewater MA,Trinity (Conn),118
Bridgewater MA,St. Joseph CT,118
Scranton,Vassar,118
Trinity (Conn),Bridgewater MA,118
Vassar,Scranton,118
Trinity (Conn),Merchant Marine,117
Merchant Marine,Trinity (Conn),117
Gallaudet,Elizabethtown,115
Baldwin Wallace,Ohio Wesleyan,115
Cortland,SUNY Cobleskill,115
Elizabethtown,Gallaudet,115
Ohio Wesleyan,Baldwin Wallace,115
SUNY Cobleskill,Cortland,115
UW-La Crosse,UW-Stout,114
W New England,Endicott,114
UW-Stout,UW-La Crosse,114
Amherst,Endicott,113
Catholic,Elizabethtown,113
Elizabethtown,Catholic,113
Endicott,Amherst,113
Endicott,W New England,113
Immaculata,Messiah,112
Messiah,Immaculata,112
St. Joseph CT,Tufts,110
Bridgewater MA,Amherst,110
Trinity (Conn),Tufts,110
Tufts,Trinity (Conn),110
Tufts,St. Joseph CT,110
MA Dartmouth,Smith,109
Smith,MA Dartmouth,109
Smith,Tufts,109
Tufts,Smith,109
SUNY Cobleskill,Mt. St. Mary,109
Montclair St.,Scranton,108
Amherst,MA Dartmouth,108
MA Dartmouth,Amherst,108
Scranton,Montclair St.,108
Mt. St. Mary,SUNY Cobleskill,108
Trinity (Conn),NYU,106
Bridgewater MA,W New England,104
W New England,Bridgewater MA,104
Vassar,SUNY Cobleskill,101
SUNY Cobleskill,Vassar,101
Cortland,Scranton,99
Scranton,Cortland,99
St. Joseph CT,Vassar,98
Trinity (Conn),Vassar,98
Vassar,Trinity (Conn),98
Vassar,St. Joseph CT,98
Mt. St. Mary,Scranton,98
Catholic,Randolph-Macon,96
Randolph-Macon,Catholic,96
Gallaudet,Randolph-Macon,95
St. Joseph CT,Mt. St. Mary,95
Brooklyn Col,Vassar,95
Randolph-Macon,Gallaudet,95
Tufts,W New England,95
Vassar,Brooklyn Col,95
W New England,Tufts,95
Mt. St. Mary,Trinity (Conn),95
Mt. St. Mary,St. Joseph CT,95
Ripon,UW-Stevens Point,92
UW-Stevens Point,Ripon,92
Gallaudet,Gettysburg,91
Gettysburg,Gallaudet,91
Merchant Marine,Vassar,91
Vassar,Merchant Marine,91
UW-Oshkosh,UW-Whitewater,90
UW-Whitewater,UW-Oshkosh,90
Amherst,Tufts,85
Catholic,Gettysburg,85
Christopher Newport,Randolph-Macon,85
Gettysburg,Catholic,85
NYU,Vassar,85
Randolph-Macon,Christopher Newport,85
Tufts,Amherst,85
Vassar,NYU,85
Stevens,Vassar,84
Merchant Marine,Mt. St. Mary,84
Vassar,Stevens,84
Mt. St. Mary,Merchant Marine,84
Montclair St.,Vassar,83
Johns Hopkins,Messiah,83
Messiah,Johns Hopkins,83
Vassar,Montclair St.,83
Ripon,UW-Whitewater,82
UW-Oshkosh,Wisconsin Lutheran,82
UW-Whitewater,Ripon,82
Mt. St. Mary,Brooklyn Col,82
Wisconsin Lutheran,UW-Oshkosh,82
Ripon,Wisconsin Lutheran,81
Wisconsin Lutheran,Ripon,81
Bethel,Gustavus Adolphus,79
Gustavus Adolphus,Bethel,79
Elizabethtown,Johns Hopkins,76
Johns Hopkins,Elizabethtown,76
UW-Oshkosh,UW-Stevens Point,73
UW-Stevens Point,UW-Oshkosh,73
Mt. St. Mary,NYU,73
Bethel,UW-Stout,72
Stevens,Mt. St. Mary,71
UW-Stout,Bethel,71
Mt. St. Mary,Stevens,71
Elizabethtown,Mt. St. Mary,70
Catholic,Mt. St. Mary,69
Montclair St.,Mt. St. Mary,67
Mt. St. Mary,Montclair St.,67
Gettysburg,Johns Hopkins,61
Johns Hopkins,Gettysburg,61
Johns Hopkins,Mt. St. Mary,59
Endicott,Bridgewater MA,59
Bridgewater MA,Endicott,58
Gettysburg,Elizabethtown,58
Elizabethtown,Gettysburg,57
St. Joseph CT,Amherst,54
Amherst,St. Joseph CT,54
Amherst,Trinity (Conn),53
Trinity (Conn),Amherst,53
UW-Whitewater,Wisconsin Lutheran,49
Wisconsin Lutheran,UW-Whitewater,49
St. Joseph CT,Smith,47
Smith,Trinity (Conn),47
Smith,St. Joseph CT,47
Trinity (Conn),Smith,47
Messiah,Mt. St. Mary,43
Washington & Jefferson,La Roche,40
La Roche,Washington & Jefferson,40
Brockport St.,Geneseo St.,39
Geneseo St.,Brockport St.,39
Bridgewater MA,Tufts,38
Johns Hopkins,Catholic,38
Tufts,Bridgewater MA,38
Gallaudet,Johns Hopkins,37
Montclair St.,Merchant Marine,37
Catholic,Johns Hopkins,37
Johns Hopkins,Gallaudet,37
Merchant Marine,Montclair St.,37
Centre,Transylvania,36
Transylvania,Centre,36
St. Joseph CT,W New England,33
Gettysburg,Messiah,33
W New England,St. Joseph CT,33
Messiah,Gettysburg,32
Trinity (Conn),W New England,32
W New England,Amherst,32
W New England,Trinity (Conn),32
Carnegie Mellon,Washington & Jefferson,31
Messiah,Elizabethtown,31
Amherst,W New England,30
Elizabethtown,Messiah,30
Brooklyn Col,Merchant Marine,29
Merchant Marine,Brooklyn Col,29
Montclair St.,Brooklyn Col,26
Brooklyn Col,Montclair St.,26
Tufts,Endicott,26
Endicott,Tufts,26
Stevens,Merchant Marine,25
Merchant Marine,Stevens,25
NYU,Merchant Marine,23
Smith,W New England,23
Merchant Marine,NYU,23
W New England,Smith,23
Bates,Bowdoin,22
Bowdoin,Bates,22
Mt. St. Mary,Vassar,22
Ripon,UW-Oshkosh,21
UW-Oshkosh,Ripon,21
Montclair St.,NYU,19
NYU,Montclair St.,19
Gettysburg,Mt. St. Mary,17
Montclair St.,Stevens,16
Stevens,Montclair St.,16
Stevens,Brooklyn Col,12
Brooklyn Col,Stevens,12
Carnegie Mellon,La Roche,11
La Roche,Carnegie Mellon,10
Brooklyn Col,NYU,9
NYU,Brooklyn Col,9
Amherst,Smith,7
Smith,Amherst,7
Washington & Lee,S Virginia,7
S Virginia,Washington & Lee,7
Stevens,NYU,4
St. Joseph CT,Trinity (Conn),4
NYU,Stevens,4
Trinity (Conn),St. Joseph CT,4
Gallaudet,Catholic,3
Catholic,Gallaudet,3
